"";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"1117";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E8C><U+56DE><U+6226> <U+5927><U+57CE><U+6238> <U+77E5> -<U+30E1> <U+5C71><U+672C> <U+5927><U+559C> <U+4ECA><U+5E74><U+5EA6><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5927><U+57CE><U+6238><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:31:37;FALSE;NA;"926290741705318400";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"fire_fish";11;TRUE;FALSE;NA;NA
"1118";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E8C><U+56DE><U+6226> <U+5927><U+57CE><U+6238> <U+77E5> -<U+30E1> <U+5C71><U+672C> <U+5927><U+559C> <U+4ECA><U+5E74><U+5EA6><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5927><U+57CE><U+6238><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:31:27;FALSE;NA;"926290700542472192";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Iriko_b_thunder";11;TRUE;FALSE;NA;NA
"1119";"38<U+6B73><U+3001><U+4EF2><U+9593><U+3056><U+3093><U+306D><U+3093><U+3002>#kendo";FALSE;0;NA;2017-11-03 03:31:09;FALSE;NA;"926290624432754688";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"tana_aaka";0;FALSE;FALSE;NA;NA
"1120";"38<U+6B73><U+3001><U+4EF2><U+9593><U+3056><U+3093><U+306D><U+3093><U+3002>#kendo";FALSE;0;NA;2017-11-03 03:31:09;FALSE;NA;"926290624319500293";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"koh_ichiroh";0;FALSE;FALSE;NA;NA
"1121";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E8C><U+56DE><U+6226> <U+5927><U+57CE><U+6238> <U+77E5> -<U+30E1> <U+5C71><U+672C> <U+5927><U+559C> <U+4ECA><U+5E74><U+5EA6><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5927><U+57CE><U+6238><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:30:47;FALSE;NA;"926290533252710400";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"shumai95";11;TRUE;FALSE;NA;NA
"1122";"[<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E8C><U+56DE><U+6226> <U+5927><U+57CE><U+6238> <U+77E5> -<U+30E1> <U+5C71><U+672C> <U+5927><U+559C> <U+4ECA><U+5E74><U+5EA6><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5927><U+57CE><U+6238><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;24;NA;2017-11-03 03:30:37;FALSE;NA;"926290492731592704";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";11;FALSE;FALSE;NA;NA
"1123";"[<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
Youtube Live<U+3067><U+5168><U+8A66><U+5408><U+3092><U+4E2D><U+7D99><U+3057><U+3066><U+3044><U+307E><U+3059><U+3002>
<U+65E5><U+672C><U+6B66><U+9053><U+9928><U+3078><U+6765><U+3089><U+308C><U+306A><U+3044><U+65B9><U+306F><U+30CD><U+30C3><U+30C8><U+3067><U+304A><U+697D><U+3057><U+307F><U+304F><U+3060><U+3055><U+3044><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #<U+5263><U+9053>";FALSE;16;NA;2017-11-03 03:27:08;FALSE;NA;"926289614893174784";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";6;FALSE;FALSE;NA;NA
"1124";"https://t.co/oVBHBJy4y3

#kendo [https://t.co/tItl5tjEAQ]We will be there too (booth #111), so make sure to stop by, meet the team and dis…";FALSE;0;NA;2017-11-03 03:21:11;FALSE;NA;"926288117463769088";NA;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";"kendonews_en";0;FALSE;FALSE;NA;NA
"1125";"RT @ajkendof: <U+672C><U+65E5><U+958B><U+50AC><U+3044><U+305F><U+3057><U+307E><U+3059><U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+306E><U+30C8><U+30FC><U+30CA><U+30E1><U+30F3><U+30C8><U+8868><U+3067><U+3059><U+3002><U+958B><U+4F1A><U+5F0F><U+306F>9:45<U+3001>1<U+56DE><U+6226><U+306F>10:15<U+958B><U+59CB><U+4E88><U+5B9A><U+3067><U+3059><U+3002><U+672C><U+65E5><U+3082><U+5168><U+8A66><U+5408><U+306E><U+30A4><U+30F3><U+30BF><U+30FC><U+30CD><U+30C3><U+30C8><U+4E2D><U+7D99><U+3092><U+4E88><U+5B9A><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002>#kendo #<U+5263><U+9053> https://t.co/fMCCJ1rhAO";FALSE;0;NA;2017-11-03 03:19:31;FALSE;NA;"926287699358580738";NA;"<a href=""http://sinproject.net/tweecha4jp/"" rel=""nofollow"">tweecha4jp</a>";"dc1011md";115;TRUE;FALSE;NA;NA
"1126";"RT @ajkendof: <U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+307E><U+3067><U+300C><U+3042><U+3068>1<U+65E5><U+300D><U+3001><U+5F53><U+65E5><U+5238><U+306E><U+8CA9><U+58F2><U+306F><U+3053><U+3061><U+3089><U+3092><U+3054><U+89A7><U+304F><U+3060><U+3055><U+3044><U+3002> | https://t.co/Evq9g5ex7q *<U+7686><U+69D8><U+306E><U+3054><U+6765><U+5834><U+3092><U+304A><U+5F85><U+3061><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002> #kendo #<U+5263><U+9053> https://t.co/wpjs3D3QRF";FALSE;0;NA;2017-11-03 03:14:58;FALSE;NA;"926286551155277824";NA;"<a href=""http://jigtwi.jp/?p=1"" rel=""nofollow"">jigtwi</a>";"gpyhmpwft07";21;TRUE;FALSE;NA;NA
"1127";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+4E00><U+56DE><U+6226> <U+7B2C>1<U+8A66><U+5408><U+5834><U+306B><U+6628><U+5E74>3<U+4F4D><U+306E><U+5BAE><U+672C><U+9078><U+624B><U+304C><U+767B><U+5834><U+3002><U+5BAE><U+672C><U+9078><U+624B><U+306F><U+56FD><U+58EB><U+8218><U+5927><U+5B66>4<U+5E74><U+3001><U+5B66><U+751F><U+3067><U+3059><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo…";FALSE;0;NA;2017-11-03 03:14:42;FALSE;NA;"926286486961471488";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bz185952";4;TRUE;FALSE;NA;NA
"1128";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+5263><U+9053><U+666E><U+53CA><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC><U+300C><U+3076><U+3057><U+3057><U+300D><U+306E><U+624B><U+62ED><U+3044><U+306F><U+3001><U+6B63><U+9762><U+5165><U+308A><U+53E3><U+3092><U+5165><U+3063><U+3066><U+3059><U+3050><U+53F3><U+5074><U+306E><U+5168><U+5263><U+9023><U+30D6><U+30FC><U+30B9><U+306B><U+3066><U+767A><U+58F2><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002>#<U+5263><U+9053> #kendo https://t.co/KuTZiiGPpU";FALSE;0;NA;2017-11-03 03:14:34;FALSE;NA;"926286453763555328";NA;"<a href=""http://jigtwi.jp/?p=1"" rel=""nofollow"">jigtwi</a>";"gpyhmpwft07";12;TRUE;FALSE;NA;NA
"1129";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]  <U+672C><U+65E5><U+4F1A><U+5834><U+3067><U+306F><U+5263><U+9053><U+666E><U+53CA><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC><U+300C><U+3076><U+3057><U+3057><U+300D><U+306E><U+30AF><U+30EA><U+30A2><U+30D5><U+30A1><U+30A4><U+30EB><U+3092><U+7121><U+6599><U+914D><U+5E03><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059>(<U+6570><U+306B><U+9650><U+308A><U+304C><U+3042><U+308A><U+307E><U+3059>) #kendo #<U+5263><U+9053> https://t.co/uWL3iIOHal";FALSE;0;NA;2017-11-03 03:14:27;FALSE;NA;"926286422398529536";NA;"<a href=""http://jigtwi.jp/?p=1"" rel=""nofollow"">jigtwi</a>";"gpyhmpwft07";25;TRUE;FALSE;NA;NA
"1130";"RT @ajkendof: <U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+3092><U+4E0B><U+8A18><U+306E><U+30DA><U+30FC><U+30B8><U+3067><U+30A4><U+30F3><U+30BF><U+30FC><U+30CD><U+30C3><U+30C8><U+4E2D><U+7D99><U+81F4><U+3057><U+307E><U+3059><U+3002><U+958B><U+4F1A><U+5F0F><U+306F>9:45<U+3092><U+4E88><U+5B9A><U+3057><U+3066><U+3044><U+307E><U+3059><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#<U+5263><U+9053> #kendo";FALSE;0;NA;2017-11-03 03:14:23;FALSE;NA;"926286405994610690";NA;"<a href=""http://jigtwi.jp/?p=1"" rel=""nofollow"">jigtwi</a>";"gpyhmpwft07";21;TRUE;FALSE;NA;NA
"1131";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] 
<U+4E00><U+56DE><U+6226> <U+5609><U+6570> <U+5353> -<U+30B3> <U+7560><U+4E2D> <U+5B8F><U+8F14> 
<U+8B66><U+8996><U+5E81><U+306E><U+7560><U+4E2D><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:14:22;FALSE;NA;"926286401590538241";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bz185952";4;TRUE;FALSE;NA;NA
"1132";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+5BAE><U+672C> <U+656C><U+592A> <U+30E1>- <U+5C71><U+6DFB> <U+5320>
<U+6628><U+5E74>3<U+4F4D><U+306E><U+5B66><U+751F><U+5263><U+58EB><U+3001><U+5BAE><U+672C><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #…";FALSE;0;NA;2017-11-03 03:14:18;FALSE;NA;"926286383869607936";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bz185952";6;TRUE;FALSE;NA;NA
"1133";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+677E><U+672C> <U+52DD><U+7BC4> -<U+30B3> <U+771F><U+7530> <U+88D5><U+884C> <U+9E7F><U+5C4B><U+4F53><U+80B2><U+5927><U+5B66>4<U+5E74><U+306E><U+771F><U+7530><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA> #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:14:02;FALSE;NA;"926286318534930437";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bz185952";4;TRUE;FALSE;NA;NA
"1134";"RT @letskendo: <U+3010><U+8A02><U+6B63><U+3011><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+30C6><U+30EC><U+30D3><U+653E><U+6620><U+306F>
NHK BS113<U+6642><U+301C>15<U+6642>30<U+5206>
NHK 15<U+6642>30<U+5206><U+301C>17<U+6642>30<U+5206>
<U+3067><U+3059>!
<U+5931><U+793C><U+3057><U+307E><U+3057><U+305F>!!
#kendo #<U+5263><U+9053> #<U+30EC><U+30C3><U+30C4><U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:13:22;FALSE;NA;"926286149303156736";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"bolingkenta";25;TRUE;FALSE;NA;NA
"1135";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+5B89><U+85E4> <U+7FD4> - <U+9060><U+77E2> <U+6DBC> <U+4ECA><U+5E74><U+306E><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5B89><U+85E4><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:12:18;FALSE;NA;"926285882964901888";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"MURAxKUMO";39;TRUE;FALSE;NA;NA
"1136";"RT @ajkendof: <U+672C><U+65E5><U+958B><U+50AC><U+3044><U+305F><U+3057><U+307E><U+3059><U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+306E><U+30C8><U+30FC><U+30CA><U+30E1><U+30F3><U+30C8><U+8868><U+3067><U+3059><U+3002><U+958B><U+4F1A><U+5F0F><U+306F>9:45<U+3001>1<U+56DE><U+6226><U+306F>10:15<U+958B><U+59CB><U+4E88><U+5B9A><U+3067><U+3059><U+3002><U+672C><U+65E5><U+3082><U+5168><U+8A66><U+5408><U+306E><U+30A4><U+30F3><U+30BF><U+30FC><U+30CD><U+30C3><U+30C8><U+4E2D><U+7D99><U+3092><U+4E88><U+5B9A><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002>#kendo #<U+5263><U+9053> https://t.co/fMCCJ1rhAO";FALSE;0;NA;2017-11-03 03:09:51;FALSE;NA;"926285267371094017";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"tecchin7412";115;TRUE;FALSE;NA;NA
"1137";"RT @ajkendof: <U+672C><U+65E5><U+958B><U+50AC><U+3044><U+305F><U+3057><U+307E><U+3059><U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+306E><U+30C8><U+30FC><U+30CA><U+30E1><U+30F3><U+30C8><U+8868><U+3067><U+3059><U+3002><U+958B><U+4F1A><U+5F0F><U+306F>9:45<U+3001>1<U+56DE><U+6226><U+306F>10:15<U+958B><U+59CB><U+4E88><U+5B9A><U+3067><U+3059><U+3002><U+672C><U+65E5><U+3082><U+5168><U+8A66><U+5408><U+306E><U+30A4><U+30F3><U+30BF><U+30FC><U+30CD><U+30C3><U+30C8><U+4E2D><U+7D99><U+3092><U+4E88><U+5B9A><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002>#kendo #<U+5263><U+9053> https://t.co/fMCCJ1rhAO";FALSE;0;NA;2017-11-03 03:08:59;FALSE;NA;"926285047014891521";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bz185952";115;TRUE;FALSE;NA;NA
"1138";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] 
<U+4E00><U+56DE><U+6226> <U+5609><U+6570> <U+5353> -<U+30B3> <U+7560><U+4E2D> <U+5B8F><U+8F14> 
<U+8B66><U+8996><U+5E81><U+306E><U+7560><U+4E2D><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:08:44;FALSE;NA;"926284985539051520";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"shumai95";4;TRUE;FALSE;NA;NA
"1139";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+5B89><U+85E4> <U+7FD4> - <U+9060><U+77E2> <U+6DBC> <U+4ECA><U+5E74><U+306E><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5B89><U+85E4><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:04:29;FALSE;NA;"926283915869929472";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ITSUKIzuouou";39;TRUE;FALSE;NA;NA
"1140";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+5B89><U+85E4> <U+7FD4> - <U+9060><U+77E2> <U+6DBC> <U+4ECA><U+5E74><U+306E><U+8B66><U+5BDF><U+9078><U+624B><U+6A29><U+512A><U+52DD><U+306E><U+5B89><U+85E4><U+9078><U+624B><U+304C><U+7834><U+308C><U+307E><U+3057><U+305F><U+3002>#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 03:04:17;FALSE;NA;"926283863873093634";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"KendoGibbo";39;TRUE;FALSE;NA;NA
"1141";"RT @ajkendof: <U+672C><U+65E5><U+958B><U+50AC><U+3044><U+305F><U+3057><U+307E><U+3059><U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+306E><U+30C8><U+30FC><U+30CA><U+30E1><U+30F3><U+30C8><U+8868><U+3067><U+3059><U+3002><U+958B><U+4F1A><U+5F0F><U+306F>9:45<U+3001>1<U+56DE><U+6226><U+306F>10:15<U+958B><U+59CB><U+4E88><U+5B9A><U+3067><U+3059><U+3002><U+672C><U+65E5><U+3082><U+5168><U+8A66><U+5408><U+306E><U+30A4><U+30F3><U+30BF><U+30FC><U+30CD><U+30C3><U+30C8><U+4E2D><U+7D99><U+3092><U+4E88><U+5B9A><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002>#kendo #<U+5263><U+9053> https://t.co/fMCCJ1rhAO";FALSE;0;NA;2017-11-03 03:03:38;FALSE;NA;"926283701012504576";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"youhei_n";115;TRUE;FALSE;NA;NA
"1142";"[<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] 
<U+4E00><U+56DE><U+6226> <U+5609><U+6570> <U+5353> -<U+30B3> <U+7560><U+4E2D> <U+5B8F><U+8F14> 
<U+8B66><U+8996><U+5E81><U+306E><U+7560><U+4E2D><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #<U+5263><U+9053>";FALSE;13;NA;2017-11-03 03:03:30;FALSE;NA;"926283667558879232";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";4;FALSE;FALSE;NA;NA
"1143";"[<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+73FE><U+5728><U+4E00><U+56DE><U+6226><U+306E><U+7D42><U+76E4><U+306B><U+3055><U+3057><U+304B><U+304B><U+3063><U+3066><U+3044><U+307E><U+3059><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
<U+6700><U+65B0><U+306E><U+7D50><U+679C><U+2192> https://t.co/Vn0Q6X3hDn #kendo #<U+5263><U+9053>";FALSE;9;NA;2017-11-03 03:01:56;FALSE;NA;"926283274120462336";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";4;FALSE;FALSE;NA;NA
"1144";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+5BAE><U+672C> <U+656C><U+592A> <U+30E1>- <U+5C71><U+6DFB> <U+5320>
<U+6628><U+5E74>3<U+4F4D><U+306E><U+5B66><U+751F><U+5263><U+58EB><U+3001><U+5BAE><U+672C><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #…";FALSE;0;NA;2017-11-03 02:58:49;FALSE;NA;"926282487910744064";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ryo56490959";6;TRUE;FALSE;NA;NA
"1145";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> <U+5F8C><U+6728> <U+9855><U+4EBA> <U+30C9>- <U+6B63><U+4EE3> <U+6B63><U+535A> #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 02:58:01;FALSE;NA;"926282287305539584";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Iriko_b_thunder";6;TRUE;FALSE;NA;NA
"1146";"RT @ajkendof: <U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A><U+3092><U+4E0B><U+8A18><U+306E><U+30DA><U+30FC><U+30B8><U+3067><U+30A4><U+30F3><U+30BF><U+30FC><U+30CD><U+30C3><U+30C8><U+4E2D><U+7D99><U+81F4><U+3057><U+307E><U+3059><U+3002><U+958B><U+4F1A><U+5F0F><U+306F>9:45<U+3092><U+4E88><U+5B9A><U+3057><U+3066><U+3044><U+307E><U+3059><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#<U+5263><U+9053> #kendo";FALSE;0;NA;2017-11-03 02:55:15;FALSE;NA;"926281590543548418";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"chie_lingmu";21;TRUE;FALSE;NA;NA
"1147";"[<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+4F1A><U+5834><U+3067><U+8CA9><U+58F2><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+300C><U+3076><U+3057><U+3057><U+300D><U+306E><U+624B><U+62ED><U+3044><U+306F><U+7D3A><U+8272><U+304C><U+5B8C><U+58F2><U+3068><U+306A><U+308A><U+307E><U+3057><U+305F><U+3002><U+767D><U+306F><U+307E><U+3060><U+5C11><U+3057><U+3042><U+308B><U+305D><U+3046><U+3067><U+3059><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u #kendo #<U+5263><U+9053>";FALSE;4;NA;2017-11-03 02:54:24;FALSE;NA;"926281376537735168";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";2;FALSE;FALSE;NA;NA
"1148";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+4E00><U+56DE><U+6226> 
<U+5742><U+7530> <U+572D><U+5FD7><U+7ADC> -<U+30B3> <U+570B><U+53CB> <U+934A><U+592A><U+6717> <U+570B><U+53CB><U+9078><U+624B><U+304C><U+4E8C><U+56DE><U+6226><U+9032><U+51FA>
<U+7B2C>1<U+8A66><U+5408><U+5834> https://t.co/OavZP8xMmu
<U+7B2C>2<U+8A66><U+5408><U+5834> https://t.co/BLA1DFYP3u
#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 02:52:41;FALSE;NA;"926280946726313984";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"shumai95";4;TRUE;FALSE;NA;NA
